?id,opportunity_name,type,active,probability,expected_revenue,recurring_revenue,priority,date_deadline,date_open,date_closed,date_conversion,create_date,write_date,stage_name,stage_sequence,partner_name,partner_email,partner_phone,partner_mobile,partner_street,partner_city,partner_zip,partner_country,lead_contact_name,email_from,phone,mobile,street,city,zip,lead_country,assigned_user_login,assigned_user_name,sales_team,tags,lost_reason,campaign,medium,source
201,"Oportunidad - Plásticos Industriales / Mendoza, Antonio",opportunity,t,57.00,306069.82,0.0,1,2026-08-14,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Proposition""}",3,,,,,,,,,Plásticos Industriales,antonio.mendoz@plasticosind.com,+34 91 7821-7741,+52 81 1259-9871,"Paseo de la Constitución #426, Int. 6",León,28540,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
202,"Oportunidad - Manufactura Avanzada / Castro, Sergio",opportunity,t,40.00,149068.48,0.0,0,2026-05-01,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,Manufactura Avanzada,sergio.castro@manufacturaa.mx,+52 81 4300-5980,+1 305 1482-0493,"Calle Héroe de Nacozari #935, Int. 18",Mexicali,44208,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
203,"Oportunidad - CloudBase Inc / Morales, Antonio",opportunity,t,26.00,142096.52,0.0,2,2026-07-24,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,CloudBase Inc,antonio.morale@cloudbaseinc.com,+52 55 8915-8043,+34 91 2488-2241,"Calle Héroe de Nacozari #159, Int. 23",Madrid,48010,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
204,"Oportunidad - BetaWorks / Díaz, Sergio",opportunity,t,38.00,231741.01,0.0,3,2026-03-06,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,BetaWorks,sergio.diaz@betaworks.com.mx,+52 81 1900-5251,+34 91 8393-1374,"Calle Héroe de Nacozari #253, Int. 48",Toluca,15638,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
205,"Oportunidad - Capital Partners MX / Torres, Mariana",opportunity,t,6.00,349079.91,0.0,1,2026-03-21,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Proposition""}",3,,,,,,,,,Capital Partners MX,mariana.torres@capitalpartn.com,+52 55 5693-8253,+52 33 0572-2842,"Av. Revolución #989, Int. 32",Zapopan,73762,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
206,"Oportunidad - Electrónica Avanzada / Navarro, Gabriela",opportunity,t,85.00,229198.35,0.0,3,2026-07-16,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Proposition""}",3,,,,,,,,,Electrónica Avanzada,gabriela.navarr@electronicaa.org,+1 305 1362-7504,+34 91 9613-4863,"Blvd. del Valle #746, Int. 4",Los Ángeles,96396,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
207,"Oportunidad - Farmacéutica Nacional / Flores, Ana",opportunity,t,65.00,285786.58,0.0,2,2026-03-19,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Farmacéutica Nacional,ana.flores@farmaceutica.net,+57 1 0011-0416,+52 81 7403-6237,"Av. Reforma #433, Int. 25",Toluca,63965,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
208,"Oportunidad - Constructora del Pacífico / Fuentes, Andrés",opportunity,t,69.00,435139.77,0.0,0,2026-08-06,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Constructora del Pacífico,andres.fuente@constructora.com.mx,+52 33 7428-3710,+52 81 5951-8948,"Calzada Independencia #514, Int. 41",Cancún,65955,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
209,"Oportunidad - Textiles Modernos / Blanco, Andrés",opportunity,t,40.00,493485.34,0.0,1,2026-03-10,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Proposition""}",3,,,,,,,,,Textiles Modernos,andres.blanco@textilesmode.com,+34 91 5545-5057,+57 1 9697-4259,"Blvd. del Valle #214, Int. 29",Lima,87109,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
210,"Oportunidad - Distribuidora Central / Peña, Arturo",opportunity,t,67.00,389671.07,0.0,2,2026-04-13,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Distribuidora Central,arturo.pena@distribuidor.org,+34 91 0483-3161,+1 305 2486-9303,"Av. Revolución #365, Int. 23",Guadalajara,56988,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
211,"Oportunidad - Inversiones del Golfo / Campos, Rodrigo",opportunity,t,74.00,418200.19,0.0,1,2026-04-02,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Inversiones del Golfo,rodrigo.campos@inversionesd.mx,+34 91 6864-0030,+52 55 0874-5227,"Av. Reforma #55, Int. 43",Querétaro,98428,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
212,"Oportunidad - Constructora del Pacífico / Silva, Adriana",opportunity,t,100.00,335609.84,0.0,2,2026-07-24,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Won""}",70,,,,,,,,,Constructora del Pacífico,adriana.silva@constructora.net,+1 305 2118-5433,+57 1 7712-6375,"Callejón Ángel García #500, Int. 14",Tijuana,94685,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
213,"Oportunidad - Plásticos Industriales / Suárez, Rebeca",opportunity,t,82.00,291892.54,0.0,0,2026-03-27,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Proposition""}",3,,,,,,,,,Plásticos Industriales,rebeca.suarez@plasticosind.com.mx,+1 305 8983-5337,+1 305 2214-0150,"Calle Héroe de Nacozari #350, Int. 48",León,50524,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
214,"Oportunidad - CloudBase Inc / Torres, Karla",opportunity,f,0.00,5437.92,0.0,1,2026-03-31,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,CloudBase Inc,karla.torres@cloudbaseinc.mx,+57 1 2386-7068,+1 305 4897-3036,"Calle Héroe de Nacozari #90, Int. 13",Tijuana,58166,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
215,"Oportunidad - CloudBase Inc / Suárez, Luis",opportunity,t,45.00,345540.32,0.0,0,2026-06-30,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Proposition""}",3,,,,,,,,,CloudBase Inc,luis.suarez@cloudbaseinc.com.mx,+1 305 9455-0623,+52 33 0691-4840,"Callejón Ángel García #507, Int. 11",Bogotá,62725,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
216,"Oportunidad - Química Industrial / Flores, Héctor",opportunity,t,54.00,372821.29,0.0,0,2026-03-13,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Proposition""}",3,,,,,,,,,Química Industrial,hector.flores@quimicaindus.com.mx,+57 1 5519-2128,+34 91 5378-0999,"Av. Reforma #237, Int. 37",Mexicali,40808,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
217,"Oportunidad - MedTech Soluciones / Suárez, Jorge",opportunity,t,39.00,70449.47,0.0,2,2026-08-22,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,MedTech Soluciones,jorge.suarez@medtechsoluc.net,+52 33 8351-2362,+1 305 8721-3443,"Av. Revolución #857, Int. 5",Bogotá,54145,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
218,"Oportunidad - Publicidad Creativa / Ponce, Arturo",opportunity,t,75.00,11401.35,0.0,3,2026-04-01,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,Publicidad Creativa,arturo.ponce@publicidadcr.mx,+57 1 1958-7359,+52 81 7020-4086,"Av. Lázaro Cárdenas #245, Int. 21",Madrid,77188,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
219,"Oportunidad - Logística Express / Ortiz, Karla",opportunity,t,73.00,202668.59,0.0,1,2026-04-16,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Logística Express,karla.ortiz@logisticaexp.mx,+52 81 1687-5909,+57 1 1164-3818,"Calle Héroe de Nacozari #502, Int. 33",Caracas,23704,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
220,"Oportunidad - Capital Partners MX / Lara, Antonio",opportunity,t,21.00,283098.4,0.0,3,2026-03-08,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Won""}",70,,,,,,,,,Capital Partners MX,antonio.lara@capitalpartn.net,+34 91 3744-2724,+52 55 8575-6849,"Calzada Independencia #864, Int. 23",Monterrey,23447,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
221,"Oportunidad - CloudBase Inc / Martínez, Rebeca",opportunity,t,15.00,176382.99,0.0,2,2026-03-14,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,CloudBase Inc,rebeca.martin@cloudbaseinc.com,+52 81 3834-2446,+57 1 0638-5951,"Av. Revolución #203, Int. 40",Nueva York,87815,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
222,"Oportunidad - Catering Ejecutivo / Cruz, Camila",opportunity,t,76.00,285774.41,0.0,3,2026-04-01,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Won""}",70,,,,,,,,,Catering Ejecutivo,camila.cruz@cateringejec.org,+57 1 4903-1155,+52 33 0395-0752,"Av. Lázaro Cárdenas #398, Int. 11",Puebla,61178,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
223,"Oportunidad - Electrónica Avanzada / Pérez, Rodrigo",opportunity,t,13.00,210196.7,0.0,1,2026-06-06,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Proposition""}",3,,,,,,,,,Electrónica Avanzada,rodrigo.perez@electronicaa.org,+57 1 1818-0038,+52 33 8253-5907,"Av. Lázaro Cárdenas #153, Int. 30",Culiacán,79728,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
224,"Oportunidad - Publicidad Creativa / Peña, Laura",opportunity,t,7.00,267819.75,0.0,3,2026-05-01,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Won""}",70,,,,,,,,,Publicidad Creativa,laura.pena@publicidadcr.mx,+57 1 4967-6203,+52 55 9789-5726,"Blvd. del Valle #834, Int. 33",Culiacán,14495,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
225,"Oportunidad - Turismo y Hospitalidad / García, Fernando",opportunity,t,57.00,398105.9,0.0,2,2026-08-20,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,Turismo y Hospitalidad,fernando.garcia@turismoyhosp.com,+52 81 3021-4649,+52 81 8125-5848,"Calle Principal #801, Int. 19",Torreón,18452,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
226,"Oportunidad - Consulting Partners / Ramos, Mariana",opportunity,t,53.00,161377.6,0.0,1,2026-08-04,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Won""}",70,,,,,,,,,Consulting Partners,mariana.ramos@consultingpa.com,+52 55 0433-2790,+52 55 7738-6737,"Paseo de la Constitución #886, Int. 4",Mérida,16796,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
227,"Oportunidad - Catering Ejecutivo / Silva, Mariana",opportunity,t,62.00,492290.06,0.0,2,2026-06-19,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Catering Ejecutivo,mariana.silva@cateringejec.mx,+1 305 9650-7054,+57 1 2890-5737,"Calzada Independencia #708, Int. 9",Mexicali,49403,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
228,"Oportunidad - Bienes Raíces Élite / Ramírez, Lorena",opportunity,t,18.00,434830.36,0.0,0,2026-06-28,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,Bienes Raíces Élite,lorena.ramire@bienesraices.mx,+52 81 4028-6204,+34 91 7480-1110,"Calzada Independencia #395, Int. 45",Aguascalientes,42277,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
229,"Oportunidad - Bienes Raíces Élite / Delgado, Alejandro",opportunity,t,50.00,166196.83,0.0,1,2026-06-05,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Bienes Raíces Élite,alejandro.delgad@bienesraices.com,+52 81 7480-8005,+52 81 9713-9327,"Blvd. del Valle #714, Int. 1",Morelia,56810,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
230,"Oportunidad - Outsourcing Total / Martínez, Ricardo",opportunity,t,58.00,305926.1,0.0,1,2026-03-02,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,Outsourcing Total,ricardo.martin@outsourcingt.org,+52 81 1207-8324,+34 91 6441-5823,"Calzada Independencia #519, Int. 20",Toluca,39598,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
231,"Oportunidad - Transporte Rápido / Soto, Jorge",opportunity,t,25.00,327492.94,0.0,3,2026-04-29,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Transporte Rápido,jorge.soto@transportera.org,+57 1 3960-8301,+1 305 4601-6497,"Calle Álvaro Obregón #394, Int. 28",Saltillo,23725,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
232,"Oportunidad - Logística Express / González, Arturo",opportunity,t,15.00,352681.33,0.0,0,2026-06-22,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Logística Express,arturo.gonzal@logisticaexp.mx,+34 91 0927-0783,+1 305 5379-5898,"Calzada Independencia #445, Int. 33",Oaxaca,40484,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
233,"Oportunidad - EduPlataforma / Vargas, Adriana",opportunity,t,54.00,314236.38,0.0,3,2026-06-03,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,EduPlataforma,adriana.vargas@eduplataform.com.mx,+52 33 4041-8497,+52 81 1345-2564,"Calle Álvaro Obregón #817, Int. 11",Chihuahua,97212,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
234,"Oportunidad - Outsourcing Total / Molina, Miguel",opportunity,t,18.00,202519.07,0.0,2,2026-03-10,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Proposition""}",3,,,,,,,,,Outsourcing Total,miguel.molina@outsourcingt.mx,+1 305 7566-5922,+1 305 0579-8089,"Av. Reforma #930, Int. 47",Santiago,77132,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
235,"Oportunidad - AlphaDigital / Vargas, Camila",opportunity,t,80.00,377177.46,0.0,0,2026-08-07,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,AlphaDigital,camila.vargas@alphadigital.net,+1 305 8884-8167,+52 33 9499-4304,"Calle Héroe de Nacozari #628, Int. 20",Zapopan,37920,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
236,"Oportunidad - CloudBase Inc / Mendoza, Ximena",opportunity,t,100.00,410482.05,0.0,2,2026-07-27,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Won""}",70,,,,,,,,,CloudBase Inc,ximena.mendoz@cloudbaseinc.net,+52 55 4785-8220,+34 91 2030-0200,"Calle Héroe de Nacozari #46, Int. 19",Morelia,30818,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
237,"Oportunidad - ProSoft México / Torres, Marco",opportunity,t,38.00,219790.57,0.0,2,2026-07-22,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,ProSoft México,marco.torres@prosoftmexic.mx,+34 91 9224-3146,+52 81 8835-7315,"Callejón Ángel García #586, Int. 1",Oaxaca,87171,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
238,"Oportunidad - Turismo y Hospitalidad / Jiménez, Ricardo",opportunity,t,74.00,17459.21,0.0,1,2026-06-02,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Turismo y Hospitalidad,ricardo.jimene@turismoyhosp.org,+52 81 4970-2756,+1 305 1427-7251,"Av. Reforma #642, Int. 10",Cancún,76658,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
239,"Oportunidad - Manufactura Avanzada / Guerrero, Javier",opportunity,t,60.00,34459.62,0.0,1,2026-04-08,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Manufactura Avanzada,javier.guerre@manufacturaa.com,+1 305 4659-5716,+52 33 3748-0874,"Av. Reforma #881, Int. 8",Barcelona,85635,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
240,"Oportunidad - Limpieza Profesional / Vargas, Mariana",opportunity,t,22.00,427637.29,0.0,0,2026-05-31,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Won""}",70,,,,,,,,,Limpieza Profesional,mariana.vargas@limpiezaprof.com,+52 81 3082-6546,+52 81 6124-1354,"Calle Principal #414, Int. 29",Cancún,69217,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
241,"Oportunidad - Textiles Modernos / Jiménez, Elena",opportunity,t,47.00,38165.49,0.0,1,2026-06-21,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Textiles Modernos,elena.jimene@textilesmode.com.mx,+1 305 2382-5455,+57 1 5818-9195,"Calzada Independencia #792, Int. 8",Tijuana,26414,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
242,"Oportunidad - Publicidad Creativa / Peña, Gabriela",opportunity,t,100.00,462952.93,0.0,1,2026-07-12,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Won""}",70,,,,,,,,,Publicidad Creativa,gabriela.pena@publicidadcr.com.mx,+1 305 7222-1680,+52 81 6654-2778,"Av. Reforma #46, Int. 11",Hermosillo,25843,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
243,"Oportunidad - Consultora Estratégica / Reyes, Verónica",opportunity,t,18.00,476285.81,0.0,2,2026-08-26,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Consultora Estratégica,veronica.reyes@consultoraes.com.mx,+57 1 1201-2073,+34 91 8090-5031,"Av. Reforma #88, Int. 45",León,55608,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
244,"Oportunidad - MedTech Soluciones / Reyes, Víctor",opportunity,t,32.00,58221.02,0.0,1,2026-06-29,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,MedTech Soluciones,victor.reyes@medtechsoluc.mx,+52 33 1910-9634,+57 1 6400-2728,"Av. Reforma #426, Int. 19",Madrid,20414,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
245,"Oportunidad - Consulting Partners / Romero, Laura",opportunity,t,75.00,327003.56,0.0,3,2026-07-18,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Consulting Partners,laura.romero@consultingpa.com.mx,+34 91 3582-1928,+52 81 8365-2061,"Av. Lázaro Cárdenas #631, Int. 24",Morelia,49642,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
246,"Oportunidad - Transporte Rápido / Rodríguez, Mariana",opportunity,t,5.00,139446.1,0.0,0,2026-07-01,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Won""}",70,,,,,,,,,Transporte Rápido,mariana.rodrig@transportera.mx,+52 55 6729-9023,+52 33 5395-4406,"Calle Álvaro Obregón #143, Int. 39",Madrid,39009,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
247,"Oportunidad - Recursos Humanos Plus / Castillo, Miguel",opportunity,t,39.00,315412.94,0.0,3,2026-08-03,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,Recursos Humanos Plus,miguel.castil@recursoshuma.com.mx,+52 81 2621-2195,+34 91 2652-8175,"Blvd. del Valle #102, Int. 41",Los Ángeles,34196,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
248,"Oportunidad - TechSolutions Inc / Reyes, Adriana",opportunity,t,28.00,248513.78,0.0,0,2026-03-15,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Proposition""}",3,,,,,,,,,TechSolutions Inc,adriana.reyes@techsolution.org,+1 305 5010-9376,+52 33 4936-8450,"Av. Lázaro Cárdenas #162, Int. 35",Zapopan,40681,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
249,"Oportunidad - BetaWorks / Campos, Raúl",opportunity,f,0.00,223975.52,0.0,0,2026-04-26,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""New""}",1,,,,,,,,,BetaWorks,raul.campos@betaworks.org,+52 55 7120-6697,+52 81 0366-4308,"Calle Principal #617, Int. 49",Querétaro,28700,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
250,"Oportunidad - Global Ventures / Flores, Paola",opportunity,t,79.00,194690.28,0.0,0,2026-07-08,2026-03-01 16:59:01.736662,,,2026-03-01 16:59:01.736662,2026-03-01 16:59:01.736662,"{""en_US"": ""Qualified""}",2,,,,,,,,,Global Ventures,paola.flores@globalventur.net,+1 305 5899-2200,+52 33 7586-0748,"Blvd. del Valle #560, Int. 13",Toluca,23907,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
251,"Oportunidad - Diseño & Branding Co / Martínez, Javier",opportunity,t,59.00,186154.8,0.0,1,2026-07-13,2026-03-01 16:59:02.453704,,,2026-03-01 16:59:02.453704,2026-03-01 16:59:02.453704,"{""en_US"": ""Qualified""}",2,,,,,,,,,Diseño & Branding Co,javier.martin@disenobrandi.com,+1 305 6611-0532,+34 91 2122-0050,"Callejón Ángel García #622, Int. 4",Toluca,84607,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
252,"Oportunidad - Energía Renovable SA / Flores, Miguel",opportunity,t,47.00,447374.04,0.0,2,2026-05-04,2026-03-01 16:59:02.453704,,,2026-03-01 16:59:02.453704,2026-03-01 16:59:02.453704,"{""en_US"": ""Qualified""}",2,,,,,,,,,Energía Renovable SA,miguel.flores@energiarenov.mx,+52 55 7842-6105,+52 55 1258-3820,"Calle Álvaro Obregón #635, Int. 44",Mexicali,52118,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
253,"Oportunidad - EduPlataforma / Guerrero, Marco",opportunity,f,0.00,126343.25,0.0,3,2026-04-22,2026-03-01 16:59:02.453704,,,2026-03-01 16:59:02.453704,2026-03-01 16:59:02.453704,"{""en_US"": ""Proposition""}",3,,,,,,,,,EduPlataforma,marco.guerre@eduplataform.com,+1 305 3768-4561,+52 55 6350-2296,"Calle Principal #743, Int. 15",Buenos Aires,30938,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
